Abbesses,Birdy Nam Nam,Birdy Nam Nam,387.4ø
The Dark Don't Hide It,What Comes After The Blues,Magnolia Electric Co.,255.0ø
Ring the Bell,Trials And Errors,Magnolia Electric Co.,361.1ø
Northstar Blues,What Comes After The Blues,Magnolia Electric Co.,308.6ø
North Star,Trials And Errors,Magnolia Electric Co.,506.7ø
Leave the City,What Comes After The Blues,Magnolia Electric Co.,268.5ø
I Can Not Have Seen The Light,What Comes After The Blues,Magnolia Electric Co.,343.2ø
Hold On Magnolia,Sojourner [Discs 3 & 4],Magnolia Electric Co.,286.4ø
Hard To Love A Man,What Comes After The Blues,Magnolia Electric Co.,258.6ø
Hammer Down,What Comes After The Blues,Magnolia Electric Co.,161.5ø
Don't This Look Like The Dark,Trials And Errors,Magnolia Electric Co.,350.9ø
Doing Something Wrong,Hard To Love A Man,Magnolia Electric Co.,175.8ø
31 Seasons In The Minor Leagues,Hard To Love A Man,Magnolia Electric Co.,304.0ø
El Pequinto e coleto,Hey Caramba,Compay Segundo,201.6ø
Arrest Me 'Til It Hurts,All Prayed Up,Deportees,258.8ø
Mein Herz ist weg,En Allemand - Das Beste Auf Deutsch,Gall_ France,124.6ø
Rauhnaechte,Jul,XIV Dark Centuries,240.0ø
Liodhahattr,Jul,XIV Dark Centuries,99.8ø
Julenzeit,Jul,XIV Dark Centuries,267.5ø
Bragarful,Jul,XIV Dark Centuries,211.5ø
Auf Zur Schlacht,Jul,XIV Dark Centuries,217.1ø
Mon Soleil,Mon Soleil,Princess Lover,219.0ø
The Whole World Turns Upside Down,And They All Lived Happily Ever After,Television Personalities,356.8ø
Silly Things Lovers Do,And They All Lived Happily Ever After,Television Personalities,142.5ø
Morrissey and Weller on Roundtable,And They All Lived Happily Ever After,Television Personalities,109.2ø
Girl at the Bus Stop,And They All Lived Happily Ever After,Television Personalities,249.2ø
Alone In The Dark,Alone In The Dark,AGATHODAIMON,290.2ø
Le printemps,L'Avion,Gabriel Yared,157.6ø
Le piano,L'Avion,Gabriel Yared,155.9ø
La maison vide,L'Avion,Gabriel Yared,146.4ø
L'envol,L'Avion,Gabriel Yared,205.8ø
L'enfant & l'avion (variation),L'Avion,Gabriel Yared,112.7ø
L'enfant & l'avion,L'Avion,Gabriel Yared,151.8ø
L'aventure,L'Avion,Gabriel Yared,176.0ø
Touch Me 2007,Angel With An Attitude,Samantha Fox,235.8ø
To Be Heard,Angel With An Attitude,Samantha Fox,238.8ø
The Power,Angel With An Attitude,Samantha Fox,231.9ø
Nice and slow,Angel With An Attitude Remixes,Samantha Fox,539.7ø
I Give Myself To You,Angel With An Attitude,Samantha Fox,231.0ø
Destined To Be,Angel With An Attitude,Samantha Fox,230.1ø
Cause An Effect,Angel With An Attitude,Samantha Fox,188.8ø
Angel With An Attitude,Angel With An Attitude,Samantha Fox,203.0ø
Venus,Innocence,Luka Bloom,239.8ø
Thank You For Bringing Me Here,Innocence,Luka Bloom,198.1ø
Salvador,Innocence,Luka Bloom,163.2ø
Primavera,Innocence,Luka Bloom,286.5ø
Peace on Earth,Innocence,Luka Bloom,177.0ø
Miracle Cure,Innocence,Luka Bloom,263.1ø
Larry Redicon's Bow,Innocence,Luka Bloom,76.1ø
Gypsy Music,Innocence,Luka Bloom,255.7ø
First Light of Spring,Innocence,Luka Bloom,183.2ø
City Of Chicago,Innocence,Luka Bloom,208.7ø
Wicked,Amber Headlights,Greg Dulli,250.5ø
So Tight,Amber Headlights,Greg Dulli,176.8ø
Pussywillow,Amber Headlights,Greg Dulli,221.2ø
Golden Boy,Amber Headlights,Greg Dulli,224.0ø
Get the Wheel,Amber Headlights,Greg Dulli,113.6ø
Early Today (and later that night),Amber Headlights,Greg Dulli,214.3ø
Cigarettes,Amber Headlights,Greg Dulli,214.1ø
Black Swan,Amber Headlights,Greg Dulli,220.9ø
Tin Tin Deo,Listen Here!,Eddie Palmieri,381.4ø
Tema Para Eydie,Listen Here!,Eddie Palmieri,265.1ø
Simple Things,Charlie Mars,Charlie Mars,249.8ø
Venomous Lipstick,They Live,Calico System,186.6ø
Transforming the Amber,They Live,Calico System,239.5ø
This Is Goodbye,They Live,Calico System,187.2ø
Running With Scissors,They Live,Calico System,188.4ø
No Speed Limit on Circle Pit,They Live,Calico System,199.1ø
Memory Apperition,They Live,Calico System,201.2ø
Ballad of Mr. Gachot,They Live,Calico System,174.2ø
Ava Braun,They Live,Calico System,177.7ø
Three Bags Full,Hospital Mix 4,Nu:Tone,365.3ø
Stay Strong,Seven Years (Matrix Remix),Nu:Tone,358.1ø
Seven Years (Matrix Remix),Seven Years (Matrix Remix),Nu:Tone feat. Natalie Williams,439.1ø
Seven Years,Brave Nu World,Nu:Tone,302.7ø
New Boy,Brave Nu World,Nu:Tone,249.1ø
Heaven Sent,Brave Nu World,Nu:Tone,270.3ø
Ebb + Flow,Brave Nu World,Nu:Tone,357.7ø
Countdown,Brave Nu World,Nu:Tone,268.5ø
Can We,Brave Nu World,Nu:Tone,356.3ø
Waiting To Breathe,The Whore's Trophy,Symphony in Peril,251.6ø
The Whore's Trophy II,The Whore's Trophy,Symphony in Peril,237.3ø
The Whore's Trophy I,The Whore's Trophy,Symphony in Peril,193.8ø
Stilletto,The Whore's Trophy,Symphony in Peril,132.7ø
Seduction By Design,The Whore's Trophy,Symphony in Peril,187.2ø
Revolving Door Romance,The Whore's Trophy,Symphony in Peril,215.0ø
Perelandra,The Whore's Trophy,Symphony in Peril,34.5ø
Inherent Scars,The Whore's Trophy,Symphony in Peril,245.1ø
For Now We See In A Mirror_ Dimly_ But Then Face To Face,The Whore's Trophy,Symphony in Peril,253.1ø
Aborting The Fabricated,The Whore's Trophy,Symphony in Peril,175.1ø
...And She Was Drunk With The Blood Of The Saints,The Whore's Trophy,Symphony in Peril,265.3ø
Time Frame (+hidden track),Elocution,Killa Kela,403.8ø
The Door,Elocution,Killa Kela,229.8ø
Sleeping Patterns,Elocution,Killa Kela,303.5ø
Rave Of The Future,Elocution,Killa Kela,190.9ø
Killa Cello,Elocution,Killa Kela,146.7ø
Jawbreaker,Elocution,Killa Kela,173.7ø
I Want It,Elocution,Killa Kela,235.2ø
Here Come The Submarines,Elocution,Killa Kela feat. Roots Manuva,176.0ø
Feminine,Elocution,Killa Kela feat. Neneh Cherry,233.1ø
AWOL,Elocution,Killa Kela,198.7ø
Sweet Loving,Cellar Full Of Motown Volume 2,Chris Clark,170.1ø
You're My Desire,Original Women of Reggae,Rita Marley,149.3ø
You Got By,Yours,Sara Gazarek,267.0ø
You Are My Sunshine,Yours,Sara Gazarek,214.9ø
Too Young To Go Steady,Yours,Sara Gazarek,299.8ø
The Circle Game,Yours,Sara Gazarek,307.4ø
My Shining Hour,Yours,Sara Gazarek,193.0ø
Ev'ry Time We Say Goodbye,Yours,Sara Gazarek,220.9ø
Cheek To Cheek,Yours,Sara Gazarek,237.9ø
Blackbird/Bye Bye Blackbird,Yours,Sara Gazarek,355.0ø
All or Nothing At All,Yours,Sara Gazarek,413.4ø
Windscreen Wiper,Outer Dimension,Danny Breaks,220.6ø
The Third Dimension,Outer Dimension,Danny Breaks,128.3ø
The Outer Dimension,Outer Dimension,Danny Breaks,159.8ø
The Bionik Skratch,Outer Dimension,Danny Breaks,213.5ø
Soul Something,Outer Dimension,Danny Breaks,214.5ø
Moodulator,Outer Dimension,Danny Breaks,163.7ø
Incredible Odyssey,Outer Dimension,Danny Breaks,219.3ø
Hey Boo Boo!,Outer Dimension,Danny Breaks,139.6ø
Def By A Thousand Kutz,Outer Dimension,Danny Breaks,227.3ø
Slowdown,The Morning After Girls,The Morning After Girls,297.6ø
Hi-Skies,NY2LON,The Morning After Girls,195.4ø
Fall before waking,The Morning After Girls,The Morning After Girls,228.9ø
Chasing us under,The Morning After Girls,The Morning After Girls,273.7ø
Always Mine,The Morning After Girls,The Morning After Girls,264.5ø
Put Up A Fight,Kerrang! New Breed,My Awesome Compilation,200.0ø
Year Of The Waitress,Double Dutch,The Eames Era,201.1ø
Washed Out,Double Dutch,The Eames Era,174.4ø
Talk Talk,Double Dutch,The Eames Era,188.6ø
Promises,Double Dutch,The Eames Era,216.7ø
Pay Attention,Double Dutch,The Eames Era,148.3ø
Old Folks,Double Dutch,The Eames Era,152.9ø
Listen For The Sun,Double Dutch,The Eames Era,205.0ø
I Don't Mind,Double Dutch,The Eames Era,204.1ø
Got Your Note,Double Dutch,The Eames Era,151.2ø
Go To Sleep,Double Dutch,The Eames Era,250.1ø
Boy Came In,Double Dutch,The Eames Era,150.7ø
Because It's You,Country Greats - Wanda Jackson,Wanda Jackson,144.9ø
Someday Somehow,Because Of Winn-Dixie (Original Motion Picture Soundtrack),The Beu Sisters,173.4ø
Samba De Orly,Tania Maria vol1,Tania Maria,260.6ø
Undercover,The Roads Don't Love You,Gemma Hayes,249.0ø
Two Step,The Roads Don't Love You,Gemma Hayes,244.2ø
Something In My Way,The Roads Don't Love You,Gemma Hayes,245.0ø
Pull Me In,The Roads Don't Love You,Gemma Hayes,141.3ø
Nothing Can,The Roads Don't Love You,Gemma Hayes,290.2ø
Keep Me Here,The Roads Don't Love You,Gemma Hayes,252.8ø
Horses,The Roads Don't Love You,Gemma Hayes,247.8ø
Helen,The Roads Don't Love You,Gemma Hayes,209.8ø
Happy Sad,Happy Sad,Gemma Hayes,259.8ø
Easy On The Eye,The Roads Don't Love You,Gemma Hayes,236.5ø
Another For The Darkness,The Roads Don't Love You,Gemma Hayes,228.0ø
Games of Magic,Friends and Lovers: Songs of Bread,Jon Auer,293.6ø
Steppin' Again (Madlib Remix),Slim's Return,Donald Byrd,228.4ø
Turn It Loud,MIDI Style,General Midi,334.9ø
Tell Me What You Want,MIDI Style,General Midi,304.5ø
Statement Of Intent,MIDI Style,General Midi,264.5ø
Shadow,MIDI Style,General Midi,288.5ø
Rock This Place,MIDI Style,General Midi,314.4ø
Rattle Ya Cage,MIDI Style,General Midi,288.5ø
Never Gonna Stop The Show,Never Gonna Stop The Show Remixes,General Midi,313.9ø
Jason Calling,MIDI Style,General Midi,53.1ø
A Recording,MIDI Style,General Midi,286.2ø
San Salvador,Colour Series: Blue 02 Sampler,King Kooba,363.7ø
O Hosanna,Unindian Songs: Volume 1,Pedestrian,294.5ø
Field Reports From The Financial District,Unindian Songs: Volume 1,Pedestrian,216.1ø
Blind Dates,Unindian Songs: Volume 1,Pedestrian,262.7ø
The Lady And The Dormant Sponge,Collection Prestige,Carnival in Coal,362.2ø
Satanic Disaster,Collection Prestige,Carnival in Coal,321.5ø
Right Click - Save As,Collection Prestige,Carnival in Coal,146.3ø
Promenade,Collection Prestige,Carnival in Coal,188.0ø
Party At Your House,Collection Prestige,Carnival in Coal,155.9ø
Ohlala,Collection Prestige,Carnival in Coal,234.8ø
Living In The Plastic Age,Collection Prestige,Carnival in Coal,222.2ø
Fuckable,Collection Prestige,Carnival in Coal,243.3ø
DOA (Drunk Once Again),Collection Prestige,Carnival in Coal,392.2ø
Delivery Day,Collection Prestige,Carnival in Coal,272.7ø
Cartilage Holocaust,Collection Prestige,Carnival in Coal,238.5ø
Samsara,Mu,Jah Wobble,314.1ø
Two Steps From The End,Twenty,Robert Cray,269.3ø
Twenty,Twenty,Robert Cray,404.7ø
That Ain't Love,Twenty,Robert Cray,282.2ø
Poor Johnny,The Definitive Collection,Robert Cray,299.8ø
My Last Regret,Twenty,Robert Cray,230.6ø
It Doesn't Show,Twenty,Robert Cray,234.8ø
I'm Walkin',Twenty,Robert Cray,234.0ø
I Know You Will,Twenty,Robert Cray,252.4ø
I Forgot To Be Your Lover,Twenty,Robert Cray,137.3ø
Fadin' Away,Twenty,Robert Cray,235.8ø
Does It Really Matter,Twenty,Robert Cray,231.0ø
Balas de Paja Maja,Frequencies,Alex Under,292.8ø
You Got History,Moxie Bravo,The High Strung,189.8ø
Truce,Moxie Bravo,The High Strung,223.9ø
The Luck You Got,Moxie Bravo,The High Strung,187.3ø
The Gentleman,Moxie Bravo,The High Strung,256.7ø
Sit Up Straight,Moxie Bravo,The High Strung,175.2ø
Seems It's One Thing,Moxie Bravo,The High Strung,194.1ø
On Your Feet,Moxie Bravo,The High Strung,287.5ø
Never Saw It As Union,Moxie Bravo,The High Strung,147.9ø
N Over C,Moxie Bravo,The High Strung,213.2ø
Last Night Was&,Moxie Bravo,The High Strung,210.2ø
Here It Comes Again,Moxie Bravo,The High Strung,137.2ø
Deck the Boy with Mettle and Manhood,Moxie Bravo,The High Strung,201.4ø
At The Same Time,Moxie Bravo,The High Strung,272.7ø
Anything Goes,Moxie Bravo,The High Strung,190.6ø
A Real Meal Ticket,Moxie Bravo,The High Strung,187.0ø
Sukdat,Finger Lickin' Export 01- Mixed By Drumattic Twins,Soul Of Man,324.7ø
Shake 'Em Down (Dylan Rhymes Remix),Shake 'Em Down,Soul Of Man,304.4ø
Mylowdowndirty,RE-LICKED: The Best of & Remixes,Soul Of Man,418.1ø
Get It Girls,Dirty Waltzer / Get It Girls,Soul Of Man,433.3ø
St. Thomas,Alone Together,Jim Hall | Ron Carter Duo,284.4ø
Furnished Flats,Hallmarks: The Best Of Jim Hall (1971-2000),Jim Hall,415.3ø
Body And Soul,It's Nice To Be With You - Jim Hall In Berlin,Jim Hall,380.8ø
Enter My World,Pictures,Timo Maas,394.9ø
Badger Eyes,Weapons Of Mass Creation 2,Total Science,329.8ø
Cold Light Of Day,Something's Gotten Hold of My Heart: the Collection,Gene Pitney,163.0ø
Desert Tea,Live 2004,Almamegretta,319.8ø
Cave canem,Live 2004,Almamegretta,353.8ø
When He Knocked On The Door Of My Heart,20th Anniversary Celebration Volume One,Gold City,241.1ø
The Old Rugged Cross,Super Southern Gospel: Gold City,Gold City,194.0ø
Pass Me Not,Amazing Grace A Hymn Collection,Gold City,227.5ø
It's Gonna Be A Good Day,Signed Sealed Delivered,Gold City,189.3ø
I Love To Tell The Story,Super Southern Gospel: Gold City,Gold City,207.5ø
He Said,Signed Sealed Delivered,Gold City,210.1ø
Had A Visit,Live at Lollapalooza 2006: Office,Office,137.6ø
Rapaz De Bem,Insensatez,Lalo Schifrin,152.0ø
Just One Of Those Things,Verve/Unmixed 3,Blossom Dearie,120.3ø
The Mingus Sextet,BEGBORROWSTEEL,Count Bass D,67.3ø
Kumbuka Watu Penda Pesa (Part 2),BEGBORROWSTEEL,Count Bass D,93.0ø
Kumbuka Watu Penda Pesa (Part 1),BEGBORROWSTEEL,Count Bass D,136.6ø
Drug Abusage,BEGBORROWSTEEL,Count Bass D,83.3ø
Doxology,BEGBORROWSTEEL,Count Bass D,36.0ø
Des Fauses Impressions,BEGBORROWSTEEL,Count Bass D,94.8ø
Canerow Waltz,BEGBORROWSTEEL,Count Bass D,206.2ø
Bullets Hit Brains,BEGBORROWSTEEL,Count Bass D,118.2ø
Body By Jake,BEGBORROWSTEEL,Count Bass D,202.6ø
75 dpi,Everyone's Right About Everything,Interference,252.4ø
What I Want,Out Of My Head,The D4,193.1ø
Trust Nobody,Out Of My Head,The D4,163.7ø
Too Stupid,Out Of My Head,The D4,162.5ø
Stops Me Cold,Out Of My Head,The D4,248.5ø
Savage,Out Of My Head,The D4,119.9ø
Sake Bomb (English Version),Out Of My Head,The D4,185.3ø
Peepshow,Out Of My Head,The D4,147.3ø
Out Of My Head,Out Of My Head,The D4,146.5ø
Omerta,Out Of My Head,The D4,162.4ø
Feel It Like It,Out Of My Head,The D4,145.6ø
Do No Right,Out Of My Head,The D4,156.2ø
Amphytrion,Spirited Away / Amphytrion,Tiger Stripes,418.8ø
Sunshine (I Can Fly),State Of Mind,Raul Midon,273.7ø
Standing In Line At The Gates Of Hell (Album Version),Bushido Karaoke,Mayday,171.3ø
Song Of The Scaffold (Album Version),Bushido Karaoke,Mayday,196.6ø
Rock & Roll Can'T Save Your Life (Album Version),Bushido Karaoke,Mayday,141.6ø
Pelf-help (Album Version),Bushido Karaoke,Mayday,210.2ø
Old World New World (Album Version),Bushido Karaoke,Mayday,170.3ø
I'M Not Afraid To Die (Album Version),Bushido Karaoke,Mayday,115.6ø
Hidden Leaves (Album Version),Bushido Karaoke,Mayday,121.5ø
Father Time (Album Version),Bushido Karaoke,Mayday,157.7ø
Exquisite Corpse (Album Version),Bushido Karaoke,Mayday,113.5ø
Dave D. Blues (how To Make It Sting Like A Career) (Album Version),Bushido Karaoke,Mayday,144.4ø
Continental Grift (Album Version),Bushido Karaoke,Mayday,131.7ø
Burned My Hands (Album Version),Bushido Karaoke,Mayday,191.4ø
Booze & Pills (Album Version),Bushido Karaoke,Mayday,158.5ø
Billy Boy Blues (day Of The Dead) (Album Version),Bushido Karaoke,Mayday,223.6ø
Wherever You Go,Numma Eyns,DJ Tomekk,301.8ø
T.O.M.E.K.K.,Numma Eyns,DJ Tomekk Featuring Queens Fines_ Pain_ Tooper Da Don_ STS,350.7ø
Saturday Love,Numma Eyns,DJ Tomekk,210.9ø
Numma Eyns In The Mix,Eey Yo (Eyns),DJ Tomekk,38.5ø
Da Hinten_ Da Hinten,Numma Eyns,DJ Tomekk,230.1ø
Boogie Down Berlin - Here We Go Again,Numma Eyns,DJ Tomekk,105.6ø
Biggie's Anruf (Spoken Words),Numma Eyns,DJ Tomekk,113.8ø
Badesong,Numma Eyns,DJ Tomekk,274.4ø
Who? (Got My Back),Who's Hard?,Big Shug,211.9ø
Tha Way It Iz,Who's Hard?,Big Shug,222.0ø
Counter Punch (Feat. Guru),Who's Hard?,Big Shug,242.9ø
Winds of Destiny,Back In Black,Sunspot Jonz,135.9ø
Purple Kush,Back In Black,Sunspot Jonz,151.2ø
King ov Bump,Back In Black,Sunspot Jonz,146.9ø
Dark Phoenix,Back In Black,Sunspot Jonz,255.1ø
Bumblebee,Back In Black,Sunspot Jonz,184.6ø
BangCrazy,Back In Black,Sunspot Jonz,251.6ø
Willin',As You Were,Show Of Hands,247.0ø
Widecombe Fair,As You Were,Show Of Hands,259.6ø
Crooked Man,As You Were,Show Of Hands,245.7ø
The Immortal Ones,Seven Seals,PRIMAL FEAR,259.4ø
Seven Seals,Metal Is Forever - The Very Best Of Primal Fear,PRIMAL FEAR,234.1ø
Rollercoaster,Metal Is Forever - The Very Best Of Primal Fear,PRIMAL FEAR,268.6ø
Question Of Honour,Seven Seals,PRIMAL FEAR,446.6ø
Evil Spell,Metal Is Forever - The Very Best Of Primal Fear,PRIMAL FEAR,272.0ø
Diabolus,Seven Seals,PRIMAL FEAR,474.4ø
Demons And Angels,Seven Seals,PRIMAL FEAR,332.5ø
Carniwar,Seven Seals,PRIMAL FEAR,197.5ø
Lest I Sleep The Sleep Of Death,Lay Waste The Poets,Inked In Blood,179.4ø
Hoping To Dream & Never Return,Lay Waste The Poets,Inked In Blood,281.9ø
Frame Thy Fearful Symmetry,Lay Waste The Poets,Inked In Blood,193.7ø
Fall From Your Eyes,Lay Waste The Poets,Inked In Blood,191.4ø
Ending With A Question,Lay Waste The Poets,Inked In Blood,209.7ø
Compassion Is My Own Dissent,Lay Waste The Poets,Inked In Blood,278.8ø
Comatose,Lay Waste The Poets,Inked In Blood,315.9ø
All That Remains...,Lay Waste The Poets,Inked In Blood,326.1ø
...All That I Have,Lay Waste The Poets,Inked In Blood,90.7ø
Lilac Wine,Lilac Wine,Helen Merrill,294.6ø
The Bushoong,Mystery in a cup of tea,Moodorama,378.3ø
Southward Delight,Mystery in a cup of tea,Moodorama,337.6ø
Lovechild,Mystery in a cup of tea,Moodorama,529.2ø
Like it or not,Mystery in a cup of tea,Moodorama,364.4ø
Flurious Floods,Mystery in a cup of tea,Moodorama,358.8ø
Behind the scenes,Mystery in a cup of tea,Moodorama,370.7ø
Who's The Daddy,TRUTH AND LIES,Levellers,231.5ø
The Damned,TRUTH AND LIES,Levellers,241.8ø
Steel Knife,TRUTH AND LIES,Levellers,261.8ø
Sleeping,TRUTH AND LIES,Levellers,333.6ø
Make You Happy,TRUTH AND LIES,Levellers,225.8ø
Last Man Alive,TRUTH AND LIES,Levellers,187.4ø
Knot Around The World,TRUTH AND LIES,Levellers,211.8ø
For Us All,TRUTH AND LIES,Levellers,208.0ø
Confess,TRUTH AND LIES,Levellers,289.2ø
Winning Arrow,Birds,Bic Runga,173.4ø
That's Alright,Birds,Bic Runga,202.7ø
Somewhere In The Night,Birds,Bic Runga,246.3ø
Something's Gotten Hold of My Heart,Try To Remember Everything,Bic Runga,225.4ø
Ruby Nights,Birds,Bic Runga,262.4ø
No Crying No More,Birds,Bic Runga,124.3ø
It's Over,Birds,Bic Runga,336.5ø
If I Had You,Birds,Bic Runga,287.9ø
Captured,Birds,Bic Runga,363.7ø
Blue Blue Heart,Birds,Bic Runga,223.2ø
Birds,Birds,Bic Runga,226.3ø
100%,Krankhaus,Angelspit,195.3ø
You Don't Care (Album),The Passage,Boy Hits Car,210.3ø
Windswept (Album),The Passage,Boy Hits Car,259.2ø
This Song For You (Album),The Passage,Boy Hits Car,261.5ø
This Song For You,The Passage,Boy Hits Car,264.1ø
These Burning Memories (Album),The Passage,Boy Hits Car,305.4ø
The Sound Of A Breaking Heart,The Passage,Boy Hits Car,198.3ø
The Passage (Album),The Passage,Boy Hits Car,446.1ø
Sound Of A Breaking Heart (Album),The Passage,Boy Hits Car,197.6ø
Loves Subtle Scheme (Album),The Passage,Boy Hits Car,224.4ø
Forever And A Day (Album),The Passage,Boy Hits Car,216.7ø
Escape The World (Album),The Passage,Boy Hits Car,197.6ø
Beneath The Sea's Bed,The Passage,Boy Hits Car,314.6ø
As Day Fades (Album),The Passage,Boy Hits Car,108.0ø
All The Love We Hold Inside,The Passage,Boy Hits Car,214.2ø
Donkey Island,Chops,Euros Childs,177.8ø
Where Is She,The Essential Bobby Vee,Bobby Vee,134.2ø
Three On A Date,The Essential Bobby Vee,Bobby Vee,145.5ø
This Is Your Day,The Essential Bobby Vee,Bobby Vee,143.2ø
Run Like The Devil (New Stereo Mix),The Essential Bobby Vee,Bobby Vee,163.7ø
On The Street Where We Grew Up,The Essential Bobby Vee,Bobby Vee,131.0ø
Now Theres Only Me (Take 17) (1998 Digital Remaster),The Essential Bobby Vee,Bobby Vee,142.7ø
No Obligations,The Essential Bobby Vee,Bobby Vee,144.6ø
My Girl/Hey Girl,The Essential Bobby Vee,Bobby Vee,156.0ø
Mr Blue,The Essential Bobby Vee,Bobby Vee,151.4ø
Let's Call It a Day Girl,The Essential Bobby Vee,Bobby Vee,117.9ø
Cross My Heart,The Essential Bobby Vee,Bobby Vee,137.8ø
All You've Got To Do Is Touch Me,The Essential Bobby Vee,Bobby Vee,133.0ø
A Letter From Betty,The Best Of Bobby Vee,Bobby Vee,150.7ø
Waiting For Nothing,Songs,Admiral Freebee,225.0ø
The Worst Is Yet To Come,Songs,Admiral Freebee,293.0ø
Sad Rebel,Songs,Admiral Freebee,237.7ø
Recipe For Disaster,Songs,Admiral Freebee,209.8ø
Oh Darkness,Songs,Admiral Freebee,217.7ø
Murder Of The Sun,Songs,Admiral Freebee,270.0ø
Lucky One,Songs,Admiral Freebee,251.6ø
Hope Alone I,Songs,Admiral Freebee,171.7ø
Boy You Never Found,Songs,Admiral Freebee,246.2ø
Baby's Chest,Songs,Admiral Freebee,227.3ø
Afterglow,Songs,Admiral Freebee,244.0ø
This Is My Lie,In 3 Tagen Bist Du Tot,Monta,277.5ø
Farewell Dear Ghost,In 3 Tagen Bist Du Tot,Monta,317.0ø
Melt The Sugar,This Is Where You Belong,The Summer Obsession,229.2ø
Que Reste-t-il,J'ai Deux Amours,Dee Dee Bridgewater,296.5ø
Ne Me Quitte Pas,J'ai Deux Amours,Dee Dee Bridgewater,347.3ø
Mon Homme,J'ai Deux Amours,Dee Dee Bridgewater,283.8ø
